name;website;vertical;sub_vertical;location;country_raw;region_raw;city_raw;country_normalized;region_normalized;city_normalized;logo_url;estadio_actual;solucion;mail;social_media;contact_phone;founders;founded;organization_type;outcome_status;business_model;badges;notes;status;lat;lng;geocode_source
DiViNetworks;https://www.divinetworks.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;98 Yigal Alon;Israel;S/D;S/D;https://media.mapme.com/places/fe6fde35-b660-4ec4-a2b2-b2a8b01d843d/gallery/032805db-cdd0-46aa-b9a4-f5f35a75e8b0.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Lets!;https://openlets.org/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Ramat Gan;20 Toval;Israel;S/D;S/D;https://media.mapme.com/places/59c147b2-3b8e-4524-95ab-c8976dbfc49f/gallery/c9d815ff-534d-4392-8a63-3dbab8020eef.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Appenue;https://www.appenue.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Ramat Gan;Hibat Tsiyon Street;Israel;S/D;S/D;https://media.mapme.com/places/f8d59759-8569-4e35-8a78-f1d75eb8515f/gallery/86afc668-5d17-459b-8344-1831d58843f1.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
TUNE;https://www.tune.com/careers/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;7 Nachal Ayalon;Israel;S/D;S/D;https://media.mapme.com/places/c5441f41-4331-42e6-a95d-cbb05fb2b4ed/gallery/82bf186c-bc9e-491f-b5e5-e26cd3c647b5.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
XM Cyber;https://xmcyber.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Plada St 11;Galgalei ha;Israel;S/D;S/D;https://media.mapme.com/places/97461d37-e85c-4c0b-af53-85a311faf98d/gallery/12ebcf2b-0951-446a-be4b-d82bb8b0d6cf.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Meekan;https://www.meekan.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;124 Ibn Gvirol St;Israel;S/D;S/D;https://media.mapme.com/places/35c409ca-3399-4b86-b758-64409e193ee5/gallery/fa3b645d-258f-41e1-9068-6a7307c96832.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Spot IM;https://www.spot.im/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;19 Rothschild devops.co.il;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Tweezar;https://www.tweezar.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Ramat Gan;HaYetsira Street 24;Israel;S/D;S/D;https://media.mapme.com/places/67f3dac8-4ac3-416a-8c3d-bdeb609a5f4f/gallery/ec1e2fa2-1044-4111-b120-784641d775ff.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
MetalCompass;https://www.metalcompass.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Haifa;125 HaNasi;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Ringya;https://www.ringya.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Givatayim;37 Berdyczewski;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
YouLicense;https://www.youlicense.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;5 Ishtori HaParhi;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Totango;https://www.totango.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;125 Derech Menachem Begin;Israel;S/D;S/D;https://media.mapme.com/places/704e2e12-2c5c-4fa4-8da4-3ab3dc5b9038/gallery/8875c9c1-4eef-43ea-ad29-a907101715a5.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Colu;https://colu.co/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;תל אביב יפו;Har Sinai 5;Israel;S/D;S/D;https://media.mapme.com/places/755271bd-331b-4fee-aaeb-3ebe71854de4/gallery/08c6a984-8927-45ad-958c-513a98b4ae50.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Implisit;https://www.implisit.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;35 Yehudit;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Comparaboo;https://www.comparaboo.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;Har Sinai 2;Israel;S/D;S/D;https://media.mapme.com/places/7c0e281d-a104-46bc-a3a3-d38f48ac6132/gallery/7488cb84-353d-4a8a-a2b8-387be700f526.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Gingee Games;https://www.gingeegames.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;tel aviv;2 habarzel;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Cequesta Water;https://www.cequesta.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;GAN YAVNE;3 Habrosh 3;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
The 6th Sense - social enterprises Ltd;https://www.accessapp.info/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Eilat;2 Rehov haNagar;Israel;S/D;S/D;https://media.mapme.com/places/51960b04-22bf-49af-b8b3-b3b47df624f1/gallery/317b919c-bf1e-47c1-bb31-9bf325633982.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
otonomic;https://www.otonomic.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;TEL AVIV;22 SEADIA GAON;Israel;S/D;S/D;https://media.mapme.com/places/c5468918-f8b9-4693-9947-57ae03fc3c92/gallery/91fa33f9-c318-4c7e-90c1-7b18138cdacd.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
sweetCaptcha;https://www.sweetcaptcha.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;tel;9 stein;Israel;S/D;S/D;https://media.mapme.com/places/c2f64230-a3e5-4d04-8052-f571eb2baeac/gallery/fbbf534b-1648-46b5-a24a-6a17deb457e8.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Doctome;https://www.doctome.co/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Ramat Gan;28 Hayetzira;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
BlogsRelease;https://www.blogsrelease.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Netanya;7 Hamasger;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Lucy Platforms;https://lucyplatforms.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Ramat Gan""}";Israel;Israel;Ramat Gan;Israel;S/D;Ramat Gan;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Bnadiv;https://bnadiv.org.il/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;S/D;הנגר 8 כפר סבא;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Tooveo;https://tooveo.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Holon;16 Kibutz galoyot;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Nuvo Group;https://www.nuvo-group.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Modi'in""}";Israel;Modiin;Modiin;Israel;S/D;Modi'in;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
woosh Water Systems;https://www.wooshwater.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Petach Tikva;8 Martin Gehl;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Applause;https://www.applause.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Herzliya;Galgalei HaPlada 11;Israel;S/D;S/D;https://media.mapme.com/places/705eeb6a-6971-4afd-905d-4380ca8df1ba/gallery/c7d1e44e-c02b-4b33-84c5-6a0afafc46ca.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
40 Cloud;https://40cloud.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;HaHarash 4;Israel;S/D;S/D;https://media.mapme.com/places/b6441354-028e-4f4c-9f3c-4fd9102a27fa/gallery/756e3195-7f6a-4eb0-bb5d-0161ce378033.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Seraphim Sense;https://www.angelsensor.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Nordia;HaAlon 29;Israel;S/D;S/D;https://media.mapme.com/places/8a5b5d36-9282-416c-acae-fe5794b95b93/gallery/97345fa8-e20a-4a0a-a39f-d642267dcbfd.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Meetey;https://www.meetey.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;72 Weizman;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
VSTORY;https://vstory.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Neve Ative;8 Naftali;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
WOO;https://woo.io/#/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Herzliya;Maskit 15;Israel;S/D;S/D;https://media.mapme.com/places/27480e45-ca41-4c47-9fee-86d808f78afe/gallery/0a4be28d-55e0-481b-82f7-1ecbde90e5ad.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Rezilient;https://rezilient.co/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Ramat Hasharon""}";Israel;S/D;Ramat Hasharon;Israel;S/D;Ramat Hasharon;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Widdit;https://www.widdit.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Ramat Gan;12 Ben Gurion;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Dragonplay;https://www.dragonplay.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;26 Ben Avigdor st.;Israel;S/D;S/D;https://media.mapme.com/places/2002639d-2cef-46fe-bbb8-88f5e0b338b6/gallery/02d985ac-fe1d-4c1b-a341-24983506d66f.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
TUNE;https://www.tune.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;Nahal Ayalon Street;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
TvTak;https://tvtak.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Omer""}";Israel;Israel;Omer;Israel;S/D;Omer;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
ZoZa Tree;https://www.zozatree.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;13 Beit Oved;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Como;https://www.como.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Ness Ziona;2 Ilan Ramon;Israel;S/D;S/D;https://media.mapme.com/places/65ac9878-17ed-4bee-8271-a9caa4fa78a6/gallery/898e5be8-277c-4698-a3dc-59ad5a385a0d.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Insightera;https://insightera.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Petah Tikva;24 Imber;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
TokenAds;https://www.tokenads.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;9 Ehad haam;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Skybox;https://www.skybox.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Herzliya""}";Israel;Israel;Herzliya;Israel;S/D;Herzliya;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
MST;https://www.mst.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Yokneam Ilit""}";Israel;Israel;Yokneam Ilit;Israel;S/D;Yokneam Ilit;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Atrenity;https://www.aternity.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Kfar Saba;1 HaNagar;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
VisionMap;https://www.visionmap.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Ramat Gan;7 Derech Menachem Begin;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
WorldClass;https://worldclass.io/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;4 Eliyahu Bachur;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Tellavista;https://www.tellavista.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;39 Levinski;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
TradAir;https://www.tradair.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;19 HaBarzel;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Velostrata;https://velostrata.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Netanya;HaMelacha 5;Israel;S/D;S/D;https://media.mapme.com/places/125dae01-fdcc-4d0d-ae3d-91f8e5f6c239/gallery/117229f7-98bd-4f34-85e3-05600caf3565.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
FirstImpression.io;https://www.firstimpression.io/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;Dubnov 7;Israel;S/D;S/D;https://media.mapme.com/places/b6dd20a6-7763-4e35-8363-ae407e5fd621/gallery/54e3a392-b97a-4b18-ac96-e15fabb3d8d7.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Cellwize;https://www.cellwize.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel;21 Habarzel;Israel;S/D;S/D;https://media.mapme.com/places/5fcef1f5-a6f4-4a90-885e-ca44f2810b67/gallery/5761ffa6-1fa1-42fb-8bb0-09fd8faee242.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
PLYmedia;https://www.plymedia.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Tel Aviv""}";Israel;Israel;Tel Aviv;Israel;S/D;Tel Aviv;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
BiondVax Pharmaceuticals;https://www.biondvax.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Ness Ziona;Einstein Street 14;Israel;S/D;S/D;https://media.mapme.com/places/6e372542-a9ee-4acb-97bf-c1e8da97c879/gallery/e4476069-9727-404f-a28b-674ba37f4cf5.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Tersus;https://www.tersus.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Herzliya;16 Sderot Abba Eban;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
EyeCue;https://www.eyecue-tech.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Yokneam""}";Israel;Israel;Yokneam;Israel;S/D;Yokneam;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
BigPanda;https://www.bigpanda.io/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;Seadya Gaon 24;Israel;S/D;S/D;https://media.mapme.com/places/7a240a86-188e-4715-88f1-fbf1c6f6027c/gallery/d8e81f91-74c5-4a98-8d79-fbe2b89fec47.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Seculert;https://www.seculert.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Petah Tikva;6 Efal;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Dreame;https://www.dreame.me/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;tel aviv;13 Burla;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
D-ID;https://www.d-id.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;Ya'el 3;Israel;S/D;S/D;https://media.mapme.com/places/ffdddf3a-ff94-469c-84c7-f14426741566/gallery/8f615263-0b05-43f8-a1e3-1bd34a308309.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
MBA2GO;https://www.mba2go.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;5 Ben Yehuda 166;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Endobetix;https://www.endobetix.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Karmiel;17 Tchelet;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Reblaze;https://www.reblaze.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Herzliya;1 Sapir;Israel;S/D;S/D;https://media.mapme.com/places/52308cc6-59ca-415d-b6fa-8317b988e898/gallery/b15753ec-c2d7-4066-addd-c5661e6541ee.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Clk.im;https://clk.im/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Har Adar""}";Israel;S/D;Har Adar;Israel;S/D;Har Adar;https://media.mapme.com/places/00d34bc9-8989-444a-b2dc-e02eb0ed6b07/gallery/3f0578d4-7229-4913-bd2d-6b49894fcc43.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
BioData;https://www.biodata.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Rosh HaAyin;1 HaAvoda;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Sekindo - Universal McCann;https://www.sekindo.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;Raoul Wallenberg Street 2a;Israel;S/D;S/D;https://media.mapme.com/places/fec70814-29e2-45f4-9292-e7fa14413895/gallery/cdade4c7-bfd5-4e79-8e60-692f8a720d7c.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
BlazeMeter;https://blazemeter.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;HaUmanim 14;Israel;S/D;S/D;https://media.mapme.com/places/9f26abf9-93c7-4a97-8571-82618af07c1d/gallery/0bc54f65-0759-432c-b7e6-d58a8b87a58b.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
IQP Corporation;https://www.iqp-iot.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Abba Hillel;15 Zaksenberg Tower;Israel;S/D;S/D;https://media.mapme.com/places/bcd60a1e-5cba-40e5-af53-232a3fa6c09a/gallery/f701cedd-0f3f-4251-a3ca-9043ade5b10d.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Primary Data;https://www.primarydata.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Herzilya;8 Hamanofim;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Fly Money;https://www.flymoney.co/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;Ben Shemen 6;Israel;S/D;S/D;https://media.mapme.com/places/6e8a9b9b-68b4-4c29-88a4-5daba18e5374/gallery/8589dc84-a305-456b-b7f2-077013b954e9.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
QleeQ;https://www.qleeq.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""David Yellin""}";Israel;Jerusalem;David Yellin;Israel;S/D;David Yellin;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
C-True Face Recognition;https://www.ctrueltd.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Petah Tikva;2 Yehiel Drezner;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
wit-me;https://www.wit-me.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Herzliya;209 Wingate;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Binpress;https://www.binpress.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;75 Yehuda Halevy;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
VEESTARS;https://www.veestars.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Modiin;19 Migdal Halevanon;Israel;S/D;S/D;https://media.mapme.com/places/cdfd820a-c44d-4c93-bfac-401eafade8e9/gallery/71941e30-869b-475f-adea-209352d68721.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Kampyle;https://www.kampyle.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Ramat Gan;7 Derech Menachem Begin;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
ARTsys360;https://www.artsys360.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Rishon LeTsiyon;40 Hannah Rovina;Israel;S/D;S/D;https://media.mapme.com/places/28bc3fe1-22a2-447d-9323-c796276c68ae/gallery/20a5394b-d40a-4b0b-9bf9-1fa0e1f4253f.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
ReThink Pharmaceutical Technologies;https://www.rethinkpharmaceuticals.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;Aluf Kalman Magen 3;Israel;S/D;S/D;https://media.mapme.com/places/8850d966-77f8-4db8-b02e-148a1853ab3e/gallery/c176da64-0536-4e60-87b0-3accfb067f3a.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Eye Shop Direct;https://www.eyeshop-direct.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;S/D;Margolin 19 Rishon Lezion;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Geltbox;https://geltbox.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Kfar Saba""}";Israel;Israel;Kfar Saba;Israel;S/D;Kfar Saba;https://media.mapme.com/places/10f131d0-3afb-4a2d-b2dc-53d3bd086bd9/gallery/0ff2b994-ac44-4703-a024-0aadedb2b332.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Expango - Tripopotamus;https://tripopotamus.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Petah Tikva""}";Israel;Israel;Petah Tikva;Israel;S/D;Petah Tikva;https://media.mapme.com/places/cbe38278-16a2-4cea-9fb6-5cb49fa0c8cf/gallery/0a2d367f-fde3-43f5-80ed-dd74c46d51bb.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Visualead;https://www.visualead.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Herzliya;Galgalei HaPlada St 20;Israel;S/D;S/D;https://media.mapme.com/places/a42e9d4f-e7cf-4b49-abad-e839f43c9e99/gallery/94976a5f-a681-421e-91c6-12c9cfee0413.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Sendemo LLC;https://app.sendemo.net/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;S/D;Hapalmach 6 Kfar Tavor;Israel;S/D;S/D;https://media.mapme.com/places/734426f2-59bd-4921-9f4b-38815167924e/gallery/436dbf4b-009c-43c2-8b42-0bcec2d8a7d3.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Mixtiles;https://mixtiles.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""S/D""}";Israel;Tel Aviv;23 Melchett;Israel;S/D;S/D;;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
Cannatrix;https://www.cannatrix.com/;otra;;"{""country"": ""Israel"", ""region"": ""S/D"", ""city"": ""Petah Tikva""}";Israel;Israel;Petah Tikva;Israel;S/D;Petah Tikva;https://media.mapme.com/places/efd61a09-e8c6-4583-b4a3-9a23edf48b4d/gallery/af27f866-3f1a-4825-b0b1-3f38dbfbecc8.sd;;;;;;[];;startup;;;[];;IN_REVIEW;;;backend_pending
